week,client_id,trainer_id,event,score,subscores,context,timestamp
1,CLT-70,TRN-27,impression,0.5698,"{""gender"": 0.3, ""style"": 0.5758, ""avail"": 0.6498, ""age"": 0.7, ""qual"": 0.5149, ""edu"": 0.5, ""loc"": 0.4671, ""recency"": 0.6465, ""exp"": 0.6819, ""persona"": 0.5219, ""goal"": 0.6531}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-70,TRN-27,profile_open,0.5698,"{""gender"": 0.3, ""style"": 0.5758, ""avail"": 0.6498, ""age"": 0.7, ""qual"": 0.5149, ""edu"": 0.5, ""loc"": 0.4671, ""recency"": 0.6465, ""exp"": 0.6819, ""persona"": 0.5219, ""goal"": 0.6531}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:03:00
1,CLT-1,TRN-49,impression,0.7158,"{""gender"": 1.0, ""style"": 0.5868, ""avail"": 0.8501, ""age"": 0.7, ""qual"": 0.7044, ""edu"": 0.7, ""loc"": 0.6068, ""recency"": 0.6621, ""exp"": 0.5146, ""persona"": 0.827, ""goal"": 0.7791}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-90,TRN-28,impression,0.6272,"{""gender"": 0.5, ""style"": 0.8148, ""avail"": 0.5605, ""age"": 0.5, ""qual"": 0.6014, ""edu"": 0.5, ""loc"": 0.5544, ""recency"": 0.7508, ""exp"": 0.6588, ""persona"": 0.5432, ""goal"": 0.6843}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-90,TRN-28,profile_open,0.6272,"{""gender"": 0.5, ""style"": 0.8148, ""avail"": 0.5605, ""age"": 0.5, ""qual"": 0.6014, ""edu"": 0.5, ""loc"": 0.5544, ""recency"": 0.7508, ""exp"": 0.6588, ""persona"": 0.5432, ""goal"": 0.6843}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:03:00
1,CLT-90,TRN-28,chat_tap,0.6272,"{""gender"": 0.5, ""style"": 0.8148, ""avail"": 0.5605, ""age"": 0.5, ""qual"": 0.6014, ""edu"": 0.5, ""loc"": 0.5544, ""recency"": 0.7508, ""exp"": 0.6588, ""persona"": 0.5432, ""goal"": 0.6843}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:07:00
1,CLT-44,TRN-7,impression,0.6569,"{""gender"": 1.0, ""style"": 0.7595, ""avail"": 0.5965, ""age"": 0.5, ""qual"": 0.7009, ""edu"": 0.5, ""loc"": 0.8374, ""recency"": 0.5927, ""exp"": 0.3415, ""persona"": 0.6854, ""goal"": 0.5861}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-44,TRN-7,profile_open,0.6569,"{""gender"": 1.0, ""style"": 0.7595, ""avail"": 0.5965, ""age"": 0.5, ""qual"": 0.7009, ""edu"": 0.5, ""loc"": 0.8374, ""recency"": 0.5927, ""exp"": 0.3415, ""persona"": 0.6854, ""goal"": 0.5861}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:03:00
1,CLT-44,TRN-7,chat_tap,0.6569,"{""gender"": 1.0, ""style"": 0.7595, ""avail"": 0.5965, ""age"": 0.5, ""qual"": 0.7009, ""edu"": 0.5, ""loc"": 0.8374, ""recency"": 0.5927, ""exp"": 0.3415, ""persona"": 0.6854, ""goal"": 0.5861}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:07:00
1,CLT-78,TRN-17,impression,0.6486,"{""gender"": 0.5, ""style"": 0.5586, ""avail"": 0.628, ""age"": 1.0, ""qual"": 0.4852, ""edu"": 1.0, ""loc"": 0.8042, ""recency"": 0.3109, ""exp"": 0.5766, ""persona"": 0.5886, ""goal"": 0.8751}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-94,TRN-30,impression,0.6135,"{""gender"": 0.3, ""style"": 0.6323, ""avail"": 0.6338, ""age"": 0.5, ""qual"": 0.5923, ""edu"": 1.0, ""loc"": 0.469, ""recency"": 0.7013, ""exp"": 0.5049, ""persona"": 0.8007, ""goal"": 0.7617}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-49,TRN-6,impression,0.7724,"{""gender"": 1.0, ""style"": 0.6862, ""avail"": 0.747, ""age"": 0.5, ""qual"": 0.9856, ""edu"": 0.3, ""loc"": 0.9547, ""recency"": 0.5978, ""exp"": 0.8225, ""persona"": 0.6556, ""goal"": 0.8718}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-81,TRN-40,impression,0.6123,"{""gender"": 1.0, ""style"": 0.6928, ""avail"": 0.4447, ""age"": 0.5, ""qual"": 0.4027, ""edu"": 1.0, ""loc"": 0.4342, ""recency"": 0.5691, ""exp"": 0.6061, ""persona"": 0.5702, ""goal"": 0.6549}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-47,TRN-37,impression,0.9114,"{""gender"": 0.5, ""style"": 1.0, ""avail"": 1.0, ""age"": 0.7, ""qual"": 1.0, ""edu"": 1.0, ""loc"": 0.8367, ""recency"": 1.0, ""exp"": 1.0, ""persona"": 0.8735, ""goal"": 1.0}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-47,TRN-37,profile_open,0.9114,"{""gender"": 0.5, ""style"": 1.0, ""avail"": 1.0, ""age"": 0.7, ""qual"": 1.0, ""edu"": 1.0, ""loc"": 0.8367, ""recency"": 1.0, ""exp"": 1.0, ""persona"": 0.8735, ""goal"": 1.0}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:03:00
1,CLT-47,TRN-37,chat_tap,0.9114,"{""gender"": 0.5, ""style"": 1.0, ""avail"": 1.0, ""age"": 0.7, ""qual"": 1.0, ""edu"": 1.0, ""loc"": 0.8367, ""recency"": 1.0, ""exp"": 1.0, ""persona"": 0.8735, ""goal"": 1.0}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:07:00
1,CLT-99,TRN-19,impression,0.6375,"{""gender"": 0.3, ""style"": 0.5682, ""avail"": 0.682, ""age"": 1.0, ""qual"": 0.5393, ""edu"": 1.0, ""loc"": 0.7786, ""recency"": 0.5274, ""exp"": 0.5784, ""persona"": 0.4915, ""goal"": 0.7534}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-30,TRN-7,impression,0.8061,"{""gender"": 1.0, ""style"": 0.9044, ""avail"": 1.0, ""age"": 0.5, ""qual"": 0.6606, ""edu"": 0.5, ""loc"": 0.6741, ""recency"": 0.7868, ""exp"": 0.8351, ""persona"": 0.8391, ""goal"": 0.8968}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-30,TRN-7,profile_open,0.8061,"{""gender"": 1.0, ""style"": 0.9044, ""avail"": 1.0, ""age"": 0.5, ""qual"": 0.6606, ""edu"": 0.5, ""loc"": 0.6741, ""recency"": 0.7868, ""exp"": 0.8351, ""persona"": 0.8391, ""goal"": 0.8968}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:03:00
1,CLT-47,TRN-11,impression,0.6844,"{""gender"": 1.0, ""style"": 0.8108, ""avail"": 0.4531, ""age"": 1.0, ""qual"": 0.6184, ""edu"": 0.5, ""loc"": 0.6285, ""recency"": 0.6026, ""exp"": 0.6082, ""persona"": 0.7329, ""goal"": 0.5675}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-47,TRN-11,profile_open,0.6844,"{""gender"": 1.0, ""style"": 0.8108, ""avail"": 0.4531, ""age"": 1.0, ""qual"": 0.6184, ""edu"": 0.5, ""loc"": 0.6285, ""recency"": 0.6026, ""exp"": 0.6082, ""persona"": 0.7329, ""goal"": 0.5675}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:03:00
1,CLT-47,TRN-11,chat_tap,0.6844,"{""gender"": 1.0, ""style"": 0.8108, ""avail"": 0.4531, ""age"": 1.0, ""qual"": 0.6184, ""edu"": 0.5, ""loc"": 0.6285, ""recency"": 0.6026, ""exp"": 0.6082, ""persona"": 0.7329, ""goal"": 0.5675}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:07:00
1,CLT-47,TRN-11,booking_start,0.6844,"{""gender"": 1.0, ""style"": 0.8108, ""avail"": 0.4531, ""age"": 1.0, ""qual"": 0.6184, ""edu"": 0.5, ""loc"": 0.6285, ""recency"": 0.6026, ""exp"": 0.6082, ""persona"": 0.7329, ""goal"": 0.5675}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:12:00
1,CLT-83,TRN-5,impression,0.6871,"{""gender"": 0.5, ""style"": 0.6707, ""avail"": 0.8316, ""age"": 0.5, ""qual"": 0.7998, ""edu"": 1.0, ""loc"": 0.7436, ""recency"": 0.605, ""exp"": 0.7457, ""persona"": 0.7375, ""goal"": 0.5916}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-22,TRN-35,impression,0.7698,"{""gender"": 1.0, ""style"": 0.743, ""avail"": 0.555, ""age"": 0.7, ""qual"": 0.8083, ""edu"": 1.0, ""loc"": 0.7188, ""recency"": 0.7061, ""exp"": 0.6727, ""persona"": 0.8009, ""goal"": 0.8426}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-21,TRN-30,impression,0.6438,"{""gender"": 1.0, ""style"": 0.745, ""avail"": 0.6992, ""age"": 1.0, ""qual"": 0.5058, ""edu"": 0.3, ""loc"": 0.3809, ""recency"": 0.5531, ""exp"": 0.63, ""persona"": 0.9682, ""goal"": 0.397}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-21,TRN-30,profile_open,0.6438,"{""gender"": 1.0, ""style"": 0.745, ""avail"": 0.6992, ""age"": 1.0, ""qual"": 0.5058, ""edu"": 0.3, ""loc"": 0.3809, ""recency"": 0.5531, ""exp"": 0.63, ""persona"": 0.9682, ""goal"": 0.397}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:03:00
1,CLT-82,TRN-45,impression,0.7253,"{""gender"": 0.3, ""style"": 0.5064, ""avail"": 0.6089, ""age"": 1.0, ""qual"": 0.6826, ""edu"": 1.0, ""loc"": 0.804, ""recency"": 0.5382, ""exp"": 0.9789, ""persona"": 0.9926, ""goal"": 0.8797}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-88,TRN-21,impression,0.6953,"{""gender"": 1.0, ""style"": 0.4728, ""avail"": 0.7584, ""age"": 1.0, ""qual"": 0.6916, ""edu"": 0.3, ""loc"": 0.469, ""recency"": 0.8067, ""exp"": 0.8313, ""persona"": 0.556, ""goal"": 0.6959}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-100,TRN-4,impression,0.6546,"{""gender"": 1.0, ""style"": 0.4686, ""avail"": 0.667, ""age"": 0.7, ""qual"": 0.6801, ""edu"": 1.0, ""loc"": 0.6139, ""recency"": 0.7847, ""exp"": 0.4076, ""persona"": 0.8301, ""goal"": 0.4658}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-100,TRN-4,profile_open,0.6546,"{""gender"": 1.0, ""style"": 0.4686, ""avail"": 0.667, ""age"": 0.7, ""qual"": 0.6801, ""edu"": 1.0, ""loc"": 0.6139, ""recency"": 0.7847, ""exp"": 0.4076, ""persona"": 0.8301, ""goal"": 0.4658}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:03:00
1,CLT-100,TRN-4,chat_tap,0.6546,"{""gender"": 1.0, ""style"": 0.4686, ""avail"": 0.667, ""age"": 0.7, ""qual"": 0.6801, ""edu"": 1.0, ""loc"": 0.6139, ""recency"": 0.7847, ""exp"": 0.4076, ""persona"": 0.8301, ""goal"": 0.4658}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:07:00
1,CLT-35,TRN-5,impression,0.5002,"{""gender"": 1.0, ""style"": 0.4985, ""avail"": 0.5338, ""age"": 0.7, ""qual"": 0.4389, ""edu"": 0.7, ""loc"": 0.2916, ""recency"": 0.4055, ""exp"": 0.3036, ""persona"": 0.6857, ""goal"": 0.2692}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-35,TRN-5,profile_open,0.5002,"{""gender"": 1.0, ""style"": 0.4985, ""avail"": 0.5338, ""age"": 0.7, ""qual"": 0.4389, ""edu"": 0.7, ""loc"": 0.2916, ""recency"": 0.4055, ""exp"": 0.3036, ""persona"": 0.6857, ""goal"": 0.2692}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:03:00
1,CLT-92,TRN-21,impression,0.6074,"{""gender"": 0.5, ""style"": 0.5754, ""avail"": 0.5654, ""age"": 1.0, ""qual"": 0.7932, ""edu"": 1.0, ""loc"": 0.526, ""recency"": 0.5669, ""exp"": 0.6296, ""persona"": 0.5773, ""goal"": 0.3307}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-92,TRN-21,profile_open,0.6074,"{""gender"": 0.5, ""style"": 0.5754, ""avail"": 0.5654, ""age"": 1.0, ""qual"": 0.7932, ""edu"": 1.0, ""loc"": 0.526, ""recency"": 0.5669, ""exp"": 0.6296, ""persona"": 0.5773, ""goal"": 0.3307}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:03:00
1,CLT-83,TRN-30,impression,0.8371,"{""gender"": 1.0, ""style"": 1.0, ""avail"": 0.565, ""age"": 1.0, ""qual"": 0.8432, ""edu"": 1.0, ""loc"": 0.7819, ""recency"": 0.8386, ""exp"": 0.7308, ""persona"": 0.7681, ""goal"": 0.7401}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-83,TRN-30,profile_open,0.8371,"{""gender"": 1.0, ""style"": 1.0, ""avail"": 0.565, ""age"": 1.0, ""qual"": 0.8432, ""edu"": 1.0, ""loc"": 0.7819, ""recency"": 0.8386, ""exp"": 0.7308, ""persona"": 0.7681, ""goal"": 0.7401}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:03:00
1,CLT-83,TRN-30,chat_tap,0.8371,"{""gender"": 1.0, ""style"": 1.0, ""avail"": 0.565, ""age"": 1.0, ""qual"": 0.8432, ""edu"": 1.0, ""loc"": 0.7819, ""recency"": 0.8386, ""exp"": 0.7308, ""persona"": 0.7681, ""goal"": 0.7401}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:07:00
1,CLT-69,TRN-17,impression,0.5825,"{""gender"": 0.3, ""style"": 0.6479, ""avail"": 0.6517, ""age"": 1.0, ""qual"": 0.6827, ""edu"": 1.0, ""loc"": 0.4367, ""recency"": 0.6602, ""exp"": 0.5982, ""persona"": 0.431, ""goal"": 0.323}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-55,TRN-38,impression,0.5979,"{""gender"": 1.0, ""style"": 0.5202, ""avail"": 0.4249, ""age"": 1.0, ""qual"": 0.6044, ""edu"": 1.0, ""loc"": 0.3788, ""recency"": 0.6319, ""exp"": 0.4514, ""persona"": 0.5514, ""goal"": 0.4119}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-29,TRN-9,impression,0.7248,"{""gender"": 1.0, ""style"": 0.6485, ""avail"": 0.8949, ""age"": 0.7, ""qual"": 0.7719, ""edu"": 0.5, ""loc"": 0.8582, ""recency"": 0.4979, ""exp"": 0.7502, ""persona"": 0.7654, ""goal"": 0.5815}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-12,TRN-49,impression,0.6831,"{""gender"": 1.0, ""style"": 0.7455, ""avail"": 0.6011, ""age"": 0.7, ""qual"": 0.6801, ""edu"": 0.3, ""loc"": 0.836, ""recency"": 0.6531, ""exp"": 0.563, ""persona"": 0.5481, ""goal"": 0.6466}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-12,TRN-49,profile_open,0.6831,"{""gender"": 1.0, ""style"": 0.7455, ""avail"": 0.6011, ""age"": 0.7, ""qual"": 0.6801, ""edu"": 0.3, ""loc"": 0.836, ""recency"": 0.6531, ""exp"": 0.563, ""persona"": 0.5481, ""goal"": 0.6466}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:03:00
1,CLT-12,TRN-49,chat_tap,0.6831,"{""gender"": 1.0, ""style"": 0.7455, ""avail"": 0.6011, ""age"": 0.7, ""qual"": 0.6801, ""edu"": 0.3, ""loc"": 0.836, ""recency"": 0.6531, ""exp"": 0.563, ""persona"": 0.5481, ""goal"": 0.6466}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:07:00
1,CLT-88,TRN-28,impression,0.4607,"{""gender"": 1.0, ""style"": 0.2343, ""avail"": 0.3376, ""age"": 0.5, ""qual"": 0.5533, ""edu"": 1.0, ""loc"": 0.0913, ""recency"": 0.6371, ""exp"": 0.384, ""persona"": 0.4166, ""goal"": 0.3354}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-50,TRN-25,impression,0.6182,"{""gender"": 0.3, ""style"": 0.6552, ""avail"": 0.514, ""age"": 1.0, ""qual"": 0.6625, ""edu"": 0.5, ""loc"": 0.6275, ""recency"": 0.7099, ""exp"": 0.5691, ""persona"": 0.6469, ""goal"": 0.6148}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-60,TRN-34,impression,0.7353,"{""gender"": 1.0, ""style"": 0.5332, ""avail"": 0.9068, ""age"": 1.0, ""qual"": 0.6743, ""edu"": 0.7, ""loc"": 0.8257, ""recency"": 0.8879, ""exp"": 0.6215, ""persona"": 0.7801, ""goal"": 0.4593}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-60,TRN-34,profile_open,0.7353,"{""gender"": 1.0, ""style"": 0.5332, ""avail"": 0.9068, ""age"": 1.0, ""qual"": 0.6743, ""edu"": 0.7, ""loc"": 0.8257, ""recency"": 0.8879, ""exp"": 0.6215, ""persona"": 0.7801, ""goal"": 0.4593}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:03:00
1,CLT-2,TRN-44,impression,0.6934,"{""gender"": 0.5, ""style"": 0.4537, ""avail"": 0.6667, ""age"": 1.0, ""qual"": 0.5385, ""edu"": 1.0, ""loc"": 0.7878, ""recency"": 0.604, ""exp"": 0.7839, ""persona"": 0.5317, ""goal"": 0.9495}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-88,TRN-35,impression,0.7642,"{""gender"": 1.0, ""style"": 0.7241, ""avail"": 0.8206, ""age"": 0.7, ""qual"": 0.6754, ""edu"": 1.0, ""loc"": 0.8292, ""recency"": 0.8241, ""exp"": 0.5154, ""persona"": 0.6499, ""goal"": 0.7721}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-99,TRN-42,impression,0.6302,"{""gender"": 1.0, ""style"": 0.6129, ""avail"": 0.6179, ""age"": 1.0, ""qual"": 0.5809, ""edu"": 0.3, ""loc"": 0.3564, ""recency"": 0.6291, ""exp"": 0.6688, ""persona"": 0.719, ""goal"": 0.4773}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:00:00
1,CLT-99,TRN-42,profile_open,0.6302,"{""gender"": 1.0, ""style"": 0.6129, ""avail"": 0.6179, ""age"": 1.0, ""qual"": 0.5809, ""edu"": 0.3, ""loc"": 0.3564, ""recency"": 0.6291, ""exp"": 0.6688, ""persona"": 0.719, ""goal"": 0.4773}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:03:00
1,CLT-99,TRN-42,chat_tap,0.6302,"{""gender"": 1.0, ""style"": 0.6129, ""avail"": 0.6179, ""age"": 1.0, ""qual"": 0.5809, ""edu"": 0.3, ""loc"": 0.3564, ""recency"": 0.6291, ""exp"": 0.6688, ""persona"": 0.719, ""goal"": 0.4773}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 1}",2026-01-08T00:07:00
